"rule_id","support","confidence","lift","rhs","antecedent_length","lhs_1","lhs_2","lhs_3","lhs_4","lhs_5","lhs_6","lhs_7","lhs_8"
964,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",7,"Diameter=[0.429,0.494)","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA
965,0.000478812544888676,0.142857142857143,99.4523809523809,"Rings=22",3,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.534,1]",NA,NA,NA,NA,NA
966,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",2,"Height=[0.174,0.2)","WholeWeight=[0.359,0.683)",NA,NA,NA,NA,NA,NA
967,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",3,"Height=[0.174,0.2)","Length=[0.441,0.53)","ShellWeight=[0.2,0.289)",NA,NA,NA,NA,NA
968,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",3,"Height=[0.174,0.2)","Sex=F","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA,NA
969,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",4,"Length=[0.602,0.67)","Sex=M","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
970,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",4,"Diameter=[0.494,0.65]","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
971,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",4,"Length=[0.602,0.67)","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
972,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",4,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
973,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",4,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Sex=F","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
974,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",4,"Length=[0.53,0.602)","Sex=M","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
975,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",5,"Height=[0.2,1.13]","Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA
976,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",5,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=F","ShuckedWeight=[0.419,0.574)",NA,NA,NA
977,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",5,"Diameter=[0.365,0.429)","Length=[0.53,0.602)","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)",NA,NA,NA
978,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",5,"Length=[0.53,0.602)","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.683,1)",NA,NA,NA
979,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",5,"Height=[0.131,0.155)","Length=[0.53,0.602)","Sex=M","ShuckedWeight=[0.146,0.28)","WholeWeight=[0.683,1)",NA,NA,NA
980,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",5,"Height=[0.131,0.155)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)",NA,NA,NA
981,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",6,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA
982,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",6,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA
983,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",6,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Sex=M","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA
984,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",6,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=M","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA
985,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",6,"Diameter=[0.365,0.429)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)","WholeWeight=[0.683,1)",NA,NA
986,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",6,"Diameter=[0.365,0.429)","Height=[0.131,0.155)","Sex=M","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.683,1)",NA,NA
987,0.000239406272444338,0.142857142857143,99.4523809523809,"Rings=22",7,"Diameter=[0.365,0.429)","Height=[0.131,0.155)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.2,0.289)","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.683,1)",NA
988,0.000239406272444338,0.0476190476190476,99.4523809523809,"Rings=27",3,"Sex=M","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
989,0.000239406272444338,0.0476190476190476,99.4523809523809,"Rings=27",3,"Diameter=[0.429,0.494)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
990,0.000239406272444338,0.0476190476190476,99.4523809523809,"Rings=27",3,"Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)",NA,NA,NA,NA,NA
991,0.000239406272444338,0.0476190476190476,99.4523809523809,"Rings=24",4,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
992,0.000239406272444338,0.0476190476190476,99.4523809523809,"Rings=24",4,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Sex=F","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
993,0.000239406272444338,0.0476190476190476,99.4523809523809,"Rings=27",4,"Height=[0.2,1.13]","Sex=M","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
994,0.000239406272444338,0.0476190476190476,99.4523809523809,"Rings=27",4,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
995,0.000239406272444338,0.0476190476190476,99.4523809523809,"Rings=27",4,"Height=[0.174,0.2)","Sex=F","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
996,0.000239406272444338,0.0238095238095238,99.4523809523809,"Rings=25",3,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=F",NA,NA,NA,NA,NA
997,0.000239406272444338,0.0238095238095238,99.4523809523809,"Rings=26",3,"Height=[0.174,0.2)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA,NA
998,0.000239406272444338,0.0238095238095238,99.4523809523809,"Rings=29",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.315,0.413)",NA,NA,NA
999,0.000239406272444338,0.0232558139534884,97.1395348837209,"Rings=25",4,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
1000,0.000239406272444338,0.0232558139534884,97.1395348837209,"Rings=26",5,"Length=[0.53,0.602)","Sex=M","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA
1001,0.000239406272444338,0.0454545454545455,94.9318181818182,"Rings=24",2,"Length=[0.67,0.815]","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA,NA,NA
1002,0.000239406272444338,0.0454545454545455,94.9318181818182,"Rings=24",3,"Sex=F","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)",NA,NA,NA,NA,NA
1003,0.000239406272444338,0.0454545454545455,94.9318181818182,"Rings=27",3,"Height=[0.2,1.13]","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA,NA
1004,0.000239406272444338,0.0454545454545455,94.9318181818182,"Rings=27",3,"Diameter=[0.494,0.65]","Length=[0.602,0.67)","ShellWeight=[0.534,1]",NA,NA,NA,NA,NA
1005,0.000239406272444338,0.0454545454545455,94.9318181818182,"Rings=24",4,"Height=[0.2,1.13]","Length=[0.67,0.815]","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)",NA,NA,NA,NA
1006,0.000239406272444338,0.0454545454545455,94.9318181818182,"Rings=27",4,"Diameter=[0.429,0.494)","Length=[0.53,0.602)","ShellWeight=[0.388,0.534)","WholeWeight=[1,1.34)",NA,NA,NA,NA
1007,0.000239406272444338,0.0454545454545455,94.9318181818182,"Rings=27",4,"Height=[0.174,0.2)","Sex=F","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
1008,0.000239406272444338,0.0454545454545455,94.9318181818182,"Rings=27",5,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA
1009,0.000239406272444338,0.0454545454545455,94.9318181818182,"Rings=27",5,"Diameter=[0.429,0.494)","Sex=F","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA
1010,0.000239406272444338,0.0227272727272727,94.9318181818182,"Rings=26",3,"Diameter=[0.494,0.65]","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
1011,0.000239406272444338,0.0227272727272727,94.9318181818182,"Rings=25",4,"Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
1012,0.000239406272444338,0.0227272727272727,94.9318181818182,"Rings=26",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.289,0.388)",NA,NA,NA,NA
1013,0.000478812544888676,0.2,92.8222222222222,"Rings=23",3,"Height=[0.2,1.13]","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA,NA
1014,0.000478812544888676,0.2,92.8222222222222,"Rings=23",5,"Diameter=[0.429,0.494)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA,NA
1015,0.000239406272444338,0.2,92.8222222222222,"Rings=23",3,"Height=[0.155,0.174)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA,NA
1016,0.000239406272444338,0.2,92.8222222222222,"Rings=23",4,"Height=[0.174,0.2)","Sex=F","ShellWeight=[0.534,1]","VisceraWeight=[0.413,0.76]",NA,NA,NA,NA
1017,0.000239406272444338,0.2,92.8222222222222,"Rings=23",4,"Height=[0.174,0.2)","Sex=F","ShellWeight=[0.534,1]","ShuckedWeight=[0.808,1.49]",NA,NA,NA,NA
1018,0.000239406272444338,0.2,92.8222222222222,"Rings=23",4,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Length=[0.441,0.53)","ShellWeight=[0.289,0.388)",NA,NA,NA,NA
1019,0.000239406272444338,0.2,92.8222222222222,"Rings=23",4,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Sex=M","ShellWeight=[0.289,0.388)",NA,NA,NA,NA
1020,0.000239406272444338,0.2,92.8222222222222,"Rings=23",4,"Length=[0.441,0.53)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
1021,0.000239406272444338,0.2,92.8222222222222,"Rings=23",4,"Length=[0.441,0.53)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
1022,0.000239406272444338,0.2,92.8222222222222,"Rings=23",4,"Length=[0.441,0.53)","Sex=M","ShellWeight=[0.289,0.388)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
1023,0.000239406272444338,0.2,92.8222222222222,"Rings=23",5,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.234,0.315)",NA,NA,NA
1024,0.000239406272444338,0.2,92.8222222222222,"Rings=23",5,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)",NA,NA,NA
1025,0.000239406272444338,0.2,92.8222222222222,"Rings=23",5,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)",NA,NA,NA
1026,0.000239406272444338,0.2,92.8222222222222,"Rings=23",5,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Sex=M","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)",NA,NA,NA
1027,0.000239406272444338,0.2,92.8222222222222,"Rings=23",5,"Height=[0.155,0.174)","Sex=F","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.16,0.234)",NA,NA,NA
1028,0.000239406272444338,0.2,92.8222222222222,"Rings=23",5,"Diameter=[0.494,0.65]","Length=[0.602,0.67)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA,NA
1029,0.000239406272444338,0.2,92.8222222222222,"Rings=23",5,"Height=[0.131,0.155)","Sex=F","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.683,1)",NA,NA,NA
1030,0.000239406272444338,0.0222222222222222,92.8222222222222,"Rings=26",5,"Length=[0.53,0.602)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
1031,0.000478812544888676,0.133333333333333,92.8222222222222,"Rings=22",4,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
1032,0.000478812544888676,0.133333333333333,92.8222222222222,"Rings=22",4,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
1033,0.000239406272444338,0.0434782608695652,90.804347826087,"Rings=27",2,"Length=[0.602,0.67)","ShellWeight=[0.534,1]",NA,NA,NA,NA,NA,NA
1034,0.000239406272444338,0.0434782608695652,90.804347826087,"Rings=24",3,"Height=[0.174,0.2)","Length=[0.67,0.815]","ShellWeight=[0.534,1]",NA,NA,NA,NA,NA
1035,0.000239406272444338,0.0434782608695652,90.804347826087,"Rings=27",3,"ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
1036,0.000239406272444338,0.0434782608695652,90.804347826087,"Rings=24",4,"Height=[0.2,1.13]","Length=[0.67,0.815]","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
1037,0.000239406272444338,0.0434782608695652,90.804347826087,"Rings=24",4,"Length=[0.67,0.815]","Sex=F","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
1038,0.000239406272444338,0.0434782608695652,90.804347826087,"Rings=27",4,"Height=[0.174,0.2)","Sex=F","ShellWeight=[0.388,0.534)","WholeWeight=[1,1.34)",NA,NA,NA,NA
1039,0.000239406272444338,0.0434782608695652,90.804347826087,"Rings=27",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
1040,0.000239406272444338,0.0434782608695652,90.804347826087,"Rings=27",4,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
1041,0.000239406272444338,0.0434782608695652,90.804347826087,"Rings=24",5,"Height=[0.2,1.13]","Length=[0.67,0.815]","Sex=F","ShellWeight=[0.534,1]","WholeWeight=[1.78,2.83]",NA,NA,NA
1042,0.000239406272444338,0.0434782608695652,90.804347826087,"Rings=27",5,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","VisceraWeight=[0.16,0.234)",NA,NA,NA
1043,0.000239406272444338,0.0217391304347826,90.804347826087,"Rings=25",2,"Diameter=[0.429,0.494)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA,NA,NA
1044,0.000239406272444338,0.0217391304347826,90.804347826087,"Rings=25",3,"Sex=F","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA,NA
1045,0.000239406272444338,0.0217391304347826,90.804347826087,"Rings=25",4,"Height=[0.2,1.13]","Sex=F","ShellWeight=[0.388,0.534)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
1046,0.000239406272444338,0.0212765957446809,88.8723404255319,"Rings=29",3,"Diameter=[0.494,0.65]","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
1047,0.000478812544888676,0.666666666666667,87.0208333333333,"Rings=19",5,"Diameter=[0.365,0.429)","Height=[0.131,0.155)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)","WholeWeight=[0.683,1)",NA,NA,NA
1048,0.000478812544888676,0.666666666666667,87.0208333333333,"Rings=19",6,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA
1049,0.000478812544888676,0.666666666666667,87.0208333333333,"Rings=19",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA
1050,0.000239406272444338,0.125,87.0208333333333,"Rings=22",3,"ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA,NA
1051,0.000239406272444338,0.125,87.0208333333333,"Rings=22",3,"Sex=F","ShellWeight=[0.534,1]","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA,NA
1052,0.000239406272444338,0.125,87.0208333333333,"Rings=22",3,"Length=[0.602,0.67)","Sex=F","ShellWeight=[0.534,1]",NA,NA,NA,NA,NA
1053,0.000239406272444338,0.125,87.0208333333333,"Rings=22",3,"Height=[0.174,0.2)","Sex=F","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA,NA
1054,0.000239406272444338,0.125,87.0208333333333,"Rings=22",4,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Length=[0.441,0.53)","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
1055,0.000239406272444338,0.125,87.0208333333333,"Rings=22",4,"Length=[0.53,0.602)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.683,1)",NA,NA,NA,NA
1056,0.000239406272444338,0.125,87.0208333333333,"Rings=22",5,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=M","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA
1057,0.000239406272444338,0.125,87.0208333333333,"Rings=22",5,"Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA,NA
1058,0.000239406272444338,0.125,87.0208333333333,"Rings=22",5,"Height=[0.2,1.13]","Sex=M","ShellWeight=[0.388,0.534)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA,NA
1059,0.000239406272444338,0.125,87.0208333333333,"Rings=22",5,"Height=[0.2,1.13]","Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA,NA
1060,0.000239406272444338,0.125,87.0208333333333,"Rings=22",5,"Height=[0.2,1.13]","Sex=M","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA,NA
1061,0.000239406272444338,0.125,87.0208333333333,"Rings=22",5,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=M","ShellWeight=[0.388,0.534)","VisceraWeight=[0.234,0.315)",NA,NA,NA
1062,0.000239406272444338,0.125,87.0208333333333,"Rings=22",5,"Diameter=[0.365,0.429)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)",NA,NA,NA
1063,0.000239406272444338,0.125,87.0208333333333,"Rings=22",5,"Height=[0.131,0.155)","Sex=M","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.683,1)",NA,NA,NA
1064,0.000239406272444338,0.125,87.0208333333333,"Rings=22",6,"Diameter=[0.365,0.429)","Height=[0.131,0.155)","Length=[0.53,0.602)","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)","WholeWeight=[0.683,1)",NA,NA
1065,0.000239406272444338,0.125,87.0208333333333,"Rings=22",6,"Diameter=[0.365,0.429)","Height=[0.131,0.155)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.2,0.289)","VisceraWeight=[0.0855,0.16)",NA,NA
1066,0.000239406272444338,0.0416666666666667,87.0208333333333,"Rings=27",2,"ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA,NA,NA
1067,0.000239406272444338,0.0416666666666667,87.0208333333333,"Rings=27",3,"ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
1068,0.000239406272444338,0.0416666666666667,87.0208333333333,"Rings=27",3,"Length=[0.53,0.602)","ShellWeight=[0.388,0.534)","WholeWeight=[1,1.34)",NA,NA,NA,NA,NA
1069,0.000239406272444338,0.0416666666666667,87.0208333333333,"Rings=24",4,"Height=[0.2,1.13]","Sex=F","ShellWeight=[0.534,1]","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
1070,0.000239406272444338,0.0416666666666667,87.0208333333333,"Rings=24",4,"Length=[0.67,0.815]","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
1071,0.000239406272444338,0.0416666666666667,87.0208333333333,"Rings=24",4,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
1072,0.000239406272444338,0.0416666666666667,87.0208333333333,"Rings=27",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","WholeWeight=[1,1.34)",NA,NA,NA,NA
1073,0.000239406272444338,0.0208333333333333,87.0208333333333,"Rings=29",2,"ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA,NA
1074,0.000239406272444338,0.0208333333333333,87.0208333333333,"Rings=26",3,"Height=[0.174,0.2)","Sex=M","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
1075,0.000239406272444338,0.0208333333333333,87.0208333333333,"Rings=29",3,"Height=[0.174,0.2)","Length=[0.67,0.815]","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
1076,0.000239406272444338,0.0208333333333333,87.0208333333333,"Rings=26",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","ShellWeight=[0.289,0.388)","WholeWeight=[1,1.34)",NA,NA,NA,NA
1077,0.000239406272444338,0.0204081632653061,85.2448979591837,"Rings=29",6,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA
1078,0.000478812544888676,0.181818181818182,84.3838383838384,"Rings=23",4,"Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
1079,0.000239406272444338,0.04,83.54,"Rings=24",3,"Sex=F","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
1080,0.000239406272444338,0.04,83.54,"Rings=27",3,"Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
1081,0.000239406272444338,0.02,83.54,"Rings=26",3,"Height=[0.174,0.2)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA,NA
1082,0.000239406272444338,0.02,83.54,"Rings=26",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
1083,0.000239406272444338,0.02,83.54,"Rings=29",4,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=F","ShuckedWeight=[0.574,0.808)",NA,NA,NA,NA
1084,0.000239406272444338,0.02,83.54,"Rings=29",5,"Length=[0.67,0.815]","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA
1085,0.000239406272444338,0.02,83.54,"Rings=29",5,"Height=[0.174,0.2)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA
1086,0.000239406272444338,0.0196078431372549,81.9019607843137,"Rings=25",3,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)",NA,NA,NA,NA,NA
1087,0.000239406272444338,0.0196078431372549,81.9019607843137,"Rings=25",4,"Diameter=[0.429,0.494)","Length=[0.602,0.67)","Sex=F","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
1088,0.000239406272444338,0.0196078431372549,81.9019607843137,"Rings=29",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA
1089,0.000478812544888676,0.5,80.3269230769231,"Rings=20",3,"Height=[0.155,0.174)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA,NA
